Session,Date of Measurement,Sample ID,δ13C,δ13C standard deviation,δ13C,δ18Omineral,δ18O standard deviation,δ18Omineral,δ47,δ47 standard deviation,Δ47,Δ47 standard error,Δ47,Δ47,δ48,δ48 standard deviation,Δ48,Δ48 standard deviation,δ49,δ49 standard deviation,Δ49 ,Δ49 standard deviation
,mm/dd/yy time,,"‰, VPDB",‰,"‰, VPDB, corrected to standards","‰, VPDB",‰,"‰, VPDB, corrected to standards","‰, vs. working gas",‰,"‰, vs. working gas",‰,"‰, CDES","‰, I-CDES","‰, vs. working gas",‰,"‰, vs. working gas",‰,"‰, vs. working gas",‰,"‰, vs. working gas",‰
5,9-16-22 4:46 AM,IAEA-C2,-7.70,0.00,-8.41,-9.38,0.00,-8.98,0.523,0.026,-0.223,0.008,0.638,0.651,9.816,0.098,0.279,0.095,-3.487,2.818,-8.728,2.806
5,9-16-22 3:03 PM,ETH3,2.43,0.00,1.71,-2.28,0.00,-1.85,17.787,0.008,-0.240,0.003,0.607,0.620,24.821,0.115,0.721,0.111,-18.853,4.190,-47.572,4.070
5,9-17-22 4:35 AM,CAR1,4.80,0.00,4.08,-5.14,0.00,-4.73,16.848,0.024,-0.519,0.008,0.295,0.305,18.662,0.098,0.425,0.092,-13.701,3.413,-39.327,3.329
5,9-17-22 4:00 PM,ETH4,-9.50,0.00,-10.20,-19.27,0.00,-18.93,-11.601,0.026,-0.414,0.009,0.433,0.444,-10.882,0.082,-0.359,0.081,4.085,4.423,20.913,4.495
5,9-18-22 5:38 AM,CAR1,4.86,0.00,4.14,-5.17,0.00,-4.75,16.873,0.021,-0.526,0.008,0.287,0.297,18.573,0.083,0.385,0.081,-11.641,2.570,-37.333,2.505
5,9-19-22 2:47 PM,IAEA-603,3.19,0.00,2.48,-2.83,0.00,-2.40,17.696,0.018,-0.508,0.006,0.306,0.316,23.533,0.084,0.556,0.082,-17.449,2.280,-45.891,2.213
5,9-20-22 2:47 PM,ETH3,2.50,0.00,1.78,-2.35,0.00,-1.92,17.774,0.023,-0.246,0.008,0.601,0.613,24.638,0.104,0.683,0.102,-20.523,3.474,-49.124,3.374
5,9-21-22 12:57 AM,ETH4,-9.51,0.00,-10.22,-19.16,0.00,-18.82,-11.486,0.023,-0.395,0.007,0.454,0.465,-10.744,0.111,-0.450,0.115,6.813,4.128,23.472,4.194
5,9-22-22 2:24 PM,ETH1,2.75,0.00,2.03,-2.65,0.00,-2.22,17.357,0.029,-0.597,0.010,0.208,0.217,23.859,0.052,0.514,0.051,-17.903,2.745,-46.257,2.667
5,9-22-22 5:46 PM,ETH3,2.31,0.00,1.59,-2.24,0.00,-1.81,17.694,0.019,-0.255,0.006,0.591,0.604,24.843,0.086,0.669,0.084,-20.134,2.620,-48.776,2.543
5,9-22-22 9:09 PM,CAR1,4.99,0.00,4.27,-5.09,0.00,-4.68,17.081,0.016,-0.528,0.005,0.285,0.295,18.747,0.061,0.405,0.058,-17.733,3.271,-43.535,3.184
5,9-23-22 2:55 PM,ETH2,-9.47,0.00,-10.18,-19.13,0.00,-18.79,-11.651,0.024,-0.630,0.008,0.190,0.198,-10.722,0.098,-0.489,0.098,9.397,2.231,25.994,2.267
5,9-24-22 4:31 AM,TRV1,1.72,0.00,1.00,-9.97,0.00,-9.58,9.048,0.015,-0.272,0.005,0.578,0.590,8.525,0.083,0.157,0.086,-9.209,2.714,-22.511,2.673
5,9-24-22 3:54 PM,ETH4,-9.50,0.00,-10.21,-19.15,0.00,-18.80,-11.454,0.013,-0.395,0.005,0.453,0.465,-10.629,0.118,-0.363,0.118,6.281,4.264,22.883,4.331
5,9-25-22 5:28 AM,CAR1,4.85,0.00,4.12,-5.12,0.00,-4.71,16.909,0.023,-0.518,0.007,0.296,0.306,18.590,0.111,0.314,0.111,-18.524,3.372,-44.104,3.279
5,9-25-22 3:46 PM,ETH1,2.69,0.00,1.97,-2.68,0.00,-2.25,17.251,0.021,-0.599,0.007,0.205,0.213,23.786,0.112,0.514,0.115,-21.429,3.029,-49.551,2.936
5,9-26-22 5:19 AM,ETH2,-9.60,0.00,-10.31,-19.06,0.00,-18.72,-11.691,0.022,-0.620,0.007,0.201,0.210,-10.592,0.069,-0.502,0.072,8.886,1.728,25.459,1.754
5,9-26-22 3:02 PM,ETH3,2.39,0.00,1.67,-2.28,0.00,-1.85,17.735,0.022,-0.246,0.006,0.601,0.614,24.738,0.126,0.641,0.127,-22.465,2.653,-51.037,2.568
5,9-27-22 4:37 AM,CAR1,4.77,0.00,4.05,-5.13,0.00,-4.72,16.824,0.023,-0.519,0.007,0.295,0.305,18.602,0.055,0.346,0.050,-17.121,2.525,-42.649,2.456
5,9-28-22 3:55 AM,CAR1,4.76,0.00,4.04,-5.13,0.00,-4.72,16.819,0.023,-0.510,0.007,0.306,0.316,18.585,0.123,0.331,0.125,-17.273,3.004,-42.782,2.919
5,9-28-22 2:28 PM,ETH1,2.72,0.00,2.00,-2.61,0.00,-2.19,17.332,0.022,-0.614,0.007,0.188,0.197,23.928,0.082,0.519,0.084,-21.272,3.053,-49.554,2.960
6,10-12-22 2:26 PM,ETH1,2.73,0.00,2.23,-2.74,0.00,-2.21,17.196,0.019,-0.637,0.006,0.187,0.192,23.583,0.126,0.435,0.124,-28.330,0.949,-56.185,0.926
6,10-12-22 5:54 PM,ETH2,-9.29,0.00,-9.94,-19.01,0.00,-18.59,-11.360,0.017,-0.642,0.006,0.198,0.204,-10.409,0.073,-0.412,0.070,3.671,2.959,19.739,3.005
6,10-12-22 9:21 PM,CAR1,4.90,0.00,4.43,-5.24,0.00,-4.73,16.811,0.027,-0.544,0.009,0.288,0.293,18.366,0.070,0.340,0.068,-20.874,2.650,-46.212,2.582
6,10-13-22 3:02 PM,ETH3,2.56,0.00,2.06,-2.47,0.00,-1.93,17.725,0.027,-0.234,0.009,0.623,0.628,24.300,0.086,0.587,0.085,-27.222,1.660,-55.465,1.613
6,10-13-22 6:28 PM,ETH4,-9.42,0.00,-10.06,-19.31,0.00,-18.89,-11.539,0.018,-0.420,0.018,0.439,0.444,-10.615,0.075,0.165,0.079,4.516,1.523,21.344,1.550
6,10-13-22 9:55 PM,ETH1,2.58,0.00,2.08,-2.78,0.00,-2.25,17.019,0.012,-0.627,0.003,0.197,0.203,23.541,0.102,0.476,0.100,-24.245,2.059,-52.000,1.996
6,10-14-22 1:24 AM,ETH2,-9.58,0.00,-10.23,-19.15,0.00,-18.73,-11.777,0.027,-0.634,0.009,0.206,0.212,-10.735,0.100,-0.457,0.101,3.477,1.845,20.132,1.878
6,10-17-22 4:16 PM,ETH1,2.77,0.00,2.27,-2.75,0.00,-2.21,17.231,0.023,-0.632,0.007,0.193,0.198,23.602,0.082,0.469,0.081,-22.771,2.203,-50.805,2.142
6,10-17-22 7:43 PM,ETH2,-9.16,0.00,-9.81,-18.98,0.00,-18.56,-11.193,0.029,-0.636,0.009,0.205,0.210,-10.382,0.096,-0.462,0.096,3.363,2.350,19.216,2.387
6,10-17-22 11:08 PM,ETH3,2.36,0.00,1.86,-2.37,0.00,-1.84,17.608,0.026,-0.254,0.008,0.601,0.606,24.480,0.105,0.575,0.101,-22.620,3.687,-50.989,3.580
6,10-18-22 4:26 PM,ETH4,-9.39,0.00,-10.04,-19.32,0.00,-18.90,-11.566,0.025,-0.428,0.009,0.430,0.435,-11.021,0.095,-0.400,0.098,1.768,2.108,18.554,2.140
6,10-18-22 7:52 PM,ETH2,-9.33,0.00,-9.98,-19.14,0.00,-18.72,-11.540,0.021,-0.650,0.007,0.190,0.195,-10.595,0.117,-0.346,0.119,-0.499,1.676,15.808,1.706
6,10-19-22 3:00 PM,ETH4,-9.43,0.00,-10.08,-19.29,0.00,-18.87,-11.552,0.016,-0.413,0.006,0.446,0.451,-10.902,0.073,-0.356,0.077,2.994,3.368,19.763,3.422
6,10-20-22 4:51 AM,CAR1,4.76,0.00,4.28,-5.22,0.00,-4.71,16.686,0.023,-0.552,0.007,0.280,0.285,18.456,0.098,0.386,0.096,-19.553,3.199,-44.828,3.118
6,10-20-22 2:38 PM,ETH4,-9.52,0.00,-10.17,-19.36,0.00,-18.94,-11.710,0.024,-0.419,0.008,0.440,0.445,-11.065,0.055,-0.379,0.060,1.715,2.923,18.694,2.969
6,10-21-22 1:02 AM,CAR1,4.80,0.00,4.32,-5.25,0.00,-4.74,16.712,0.019,-0.536,0.006,0.297,0.302,18.429,0.082,0.422,0.084,-21.735,3.141,-46.933,3.058
6,10-21-22 3:31 PM,ETH3,2.29,0.00,1.78,-2.29,0.00,-1.75,17.609,0.016,-0.267,0.005,0.588,0.593,24.798,0.055,0.721,0.056,-21.407,2.561,-49.897,2.485
6,10-22-22 1:54 AM,TRV1,1.56,0.00,1.05,-10.00,0.00,-9.51,8.866,0.031,-0.279,0.010,0.579,0.584,8.578,0.107,0.264,0.108,-12.839,2.794,-25.890,2.757
6,10-25-22 2:18 PM,ETH1,2.52,0.00,2.02,-2.67,0.00,-2.13,17.079,0.035,-0.631,0.011,0.193,0.199,23.893,0.097,0.589,0.097,-20.593,3.186,-48.613,3.094
6,10-26-22 12:37 AM,ETH4,-9.65,0.00,-10.31,-19.07,0.00,-18.65,-11.555,0.021,-0.425,0.007,0.433,0.438,-10.476,0.106,-0.371,0.105,2.357,1.698,18.891,1.725
6,10-26-22 4:03 AM,CAR1,4.68,0.00,4.20,-5.19,0.00,-4.68,16.652,0.024,-0.541,0.008,0.291,0.296,18.529,0.090,0.400,0.087,-18.403,2.029,-43.687,1.978
6,10-26-22 2:39 PM,ETH2,-9.64,0.00,-10.29,-19.06,0.00,-18.64,-11.738,0.024,-0.631,0.008,0.209,0.215,-10.546,0.066,-0.461,0.065,1.288,2.467,17.771,2.505
6,10-27-22 2:45 PM,IAEA-603,2.94,0.00,2.44,-2.79,0.00,-2.26,17.446,0.019,-0.543,0.006,0.289,0.294,23.653,0.080,0.608,0.075,-19.340,2.626,-47.548,2.552
6,10-28-22 4:33 AM,TRV1,1.58,0.00,1.07,-10.01,0.00,-9.53,8.878,0.015,-0.277,0.006,0.582,0.587,8.553,0.083,0.265,0.082,-11.091,2.907,-24.163,2.869
6,10-28-22 2:43 PM,ETH1,2.47,0.00,1.97,-2.64,0.00,-2.11,17.068,0.030,-0.621,0.009,0.205,0.210,23.962,0.073,0.609,0.070,-19.818,2.049,-47.860,1.990
6,10-29-22 4:32 AM,CAR1,4.64,0.00,4.16,-5.18,0.00,-4.67,16.633,0.012,-0.529,0.004,0.304,0.309,18.629,0.109,0.477,0.105,-17.980,3.327,-43.256,3.244
6,11-2-22 6:32 PM,CAR1,4.78,0.00,4.31,-5.16,0.00,-4.64,16.800,0.026,-0.534,0.009,0.299,0.304,18.666,0.112,0.464,0.109,-17.095,2.895,-42.582,2.821
6,11-3-22 4:55 AM,ETH4,-9.81,0.00,-10.46,-19.21,0.00,-18.79,-11.838,0.022,-0.417,0.008,0.442,0.447,-10.859,0.093,-0.473,0.098,3.386,1.930,20.382,1.963
6,11-4-22 3:35 PM,ETH3,2.11,0.00,1.60,-2.25,0.00,-1.72,17.485,0.015,-0.255,0.006,0.600,0.605,24.907,0.096,0.755,0.096,-20.990,2.781,-49.390,2.698
6,11-5-22 5:22 AM,TRV1,1.48,0.00,0.97,-10.01,0.00,-9.53,8.791,0.022,-0.263,0.007,0.597,0.602,8.540,0.107,0.256,0.104,-11.573,2.517,-24.535,2.487
6,11-7-22 3:17 PM,ETH2,-9.61,0.00,-10.26,-19.04,0.00,-18.62,-11.686,0.019,-0.628,0.006,0.213,0.218,-10.501,0.104,-0.447,0.106,0.850,3.128,17.260,3.179
6,11-8-22 5:01 AM,IAEA-C2,-7.82,0.00,-8.45,-9.39,0.00,-8.90,0.374,0.024,-0.239,0.008,0.627,0.632,9.844,0.106,0.336,0.106,-9.291,3.203,-14.349,3.187
6,11-8-22 4:44 PM,ETH1,2.18,0.00,1.67,-2.69,0.00,-2.15,16.728,0.024,-0.625,0.008,0.200,0.205,23.951,0.115,0.689,0.112,-18.545,2.951,-46.255,2.868
6,11-9-22 2:42 PM,CAR1,4.74,0.00,4.26,-5.26,0.00,-4.74,16.664,0.031,-0.521,0.011,0.313,0.318,18.544,0.075,0.545,0.072,-18.567,2.177,-43.777,2.126
6,11-10-22 3:45 PM,CAR1,4.70,0.00,4.23,-5.27,0.00,-4.75,16.621,0.022,-0.518,0.007,0.316,0.322,18.518,0.114,0.541,0.109,-15.967,1.212,-41.190,1.181
6,11-10-22 7:11 PM,ETH3,2.18,0.00,1.67,-2.30,0.00,-1.76,17.533,0.030,-0.235,0.010,0.622,0.627,24.902,0.082,0.836,0.078,-18.633,1.237,-47.088,1.202
6,11-10-22 10:37 PM,TRV1,1.65,0.00,1.14,-10.07,0.00,-9.59,8.895,0.028,-0.266,0.010,0.594,0.599,8.474,0.099,0.310,0.096,-12.870,2.042,-25.864,2.017
6,11-11-22 2:02 AM,IAEA-C2,-7.83,0.00,-8.46,-9.47,0.00,-8.98,0.291,0.028,-0.235,0.010,0.632,0.636,9.702,0.059,0.358,0.058,-7.736,1.458,-12.641,1.453
6,11-11-22 5:27 AM,ETH4,-9.85,0.00,-10.50,-19.29,0.00,-18.87,-11.948,0.016,-0.397,0.006,0.463,0.468,-10.976,0.070,-0.416,0.075,1.116,2.222,18.297,2.259
6,11-11-22 2:39 PM,TRV1,1.29,0.00,0.77,-10.12,0.00,-9.64,8.490,0.027,-0.265,0.009,0.594,0.599,8.351,0.056,0.285,0.055,-12.363,2.239,-24.915,2.213
6,11-11-22 6:05 PM,ETH1,2.41,0.00,1.90,-2.66,0.00,-2.13,17.002,0.018,-0.602,0.005,0.225,0.230,24.015,0.074,0.701,0.074,-18.858,2.654,-46.825,2.581
6,11-11-22 9:30 PM,IAEA-603,2.85,0.00,2.35,-2.82,0.00,-2.28,17.353,0.018,-0.526,0.006,0.307,0.313,23.672,0.074,0.676,0.071,-17.402,2.256,-45.535,2.195
6,11-12-22 12:55 AM,ETH2,-9.80,0.00,-10.46,-19.16,0.00,-18.74,-11.998,0.014,-0.631,0.004,0.210,0.215,-10.795,0.053,-0.511,0.050,1.419,1.913,18.276,1.945
6,11-12-22 4:20 AM,CAR1,4.59,0.00,4.11,-5.23,0.00,-4.71,16.555,0.024,-0.521,0.008,0.313,0.318,18.583,0.087,0.521,0.082,-16.135,2.422,-41.330,2.364
6,11-12-22 7:48 AM,ETH3,1.98,0.00,1.47,-2.32,0.00,-1.79,17.303,0.017,-0.239,0.005,0.617,0.622,24.894,0.092,0.883,0.089,-24.441,2.608,-52.485,2.536
6,11-13-22 1:11 AM,TRV1,1.50,0.00,0.98,-10.00,0.00,-9.52,8.807,0.032,-0.270,0.011,0.589,0.594,8.547,0.097,0.249,0.096,-11.078,2.784,-24.075,2.745
6,11-13-22 4:36 AM,IAEA-C2,-7.90,0.00,-8.53,-9.49,0.00,-9.00,0.212,0.020,-0.232,0.007,0.635,0.640,9.665,0.068,0.352,0.069,-8.458,2.305,-13.259,2.297
6,11-13-22 8:03 AM,ETH3,2.02,0.00,1.52,-2.36,0.00,-1.82,17.317,0.027,-0.234,0.009,0.623,0.628,24.788,0.090,0.849,0.090,-18.314,1.613,-46.513,1.568
6,11-13-22 11:32 AM,IAEA-603,2.78,0.00,2.28,-2.86,0.00,-2.33,17.241,0.024,-0.523,0.008,0.310,0.315,23.604,0.064,0.704,0.064,-15.902,3.669,-43.924,3.567
7,1-16-23 3:10 PM,ETH1,2.54,0.00,2.13,-2.60,0.00,-2.22,17.181,0.024,-0.623,0.007,0.183,0.178,24.206,0.102,0.765,0.092,-21.762,3.597,-49.888,3.502
7,1-16-23 6:35 PM,ETH2,-9.60,0.00,-10.06,-19.03,0.00,-18.70,-11.651,0.029,-0.616,0.009,0.213,0.210,-10.466,0.126,-0.437,0.123,-3.267,4.086,13.039,4.158
7,1-16-23 10:00 PM,ETH3,2.18,0.00,1.77,-2.16,0.00,-1.78,17.669,0.042,-0.246,0.014,0.589,0.613,25.261,0.095,0.912,0.090,-19.553,4.660,-48.246,4.531
7,1-17-23 1:24 AM,ETH4,-9.65,0.00,-10.12,-19.04,0.00,-18.71,-11.490,0.019,-0.400,0.007,0.445,0.459,-10.363,0.091,-0.319,0.086,-5.445,4.605,10.893,4.690
7,1-17-23 2:30 PM,IAEA-603,2.93,0.00,2.52,-2.81,0.00,-2.44,17.453,0.014,-0.515,0.005,0.298,0.302,23.780,0.119,0.771,0.113,-20.671,3.007,-48.797,2.928
7,1-17-23 5:54 PM,IAEA-C2,-7.83,0.00,-8.29,-9.57,0.00,-9.21,0.184,0.026,-0.235,0.008,0.613,0.639,9.466,0.112,0.324,0.106,-8.569,3.420,-13.267,3.412
7,1-17-23 9:19 PM,CAR1,4.69,0.00,4.28,-5.21,0.00,-4.84,16.661,0.022,-0.529,0.007,0.285,0.288,18.704,0.145,0.604,0.136,-18.151,3.566,-43.420,3.483
7,1-18-23 12:44 AM,TRV1,1.42,0.00,1.00,-9.95,0.00,-9.59,8.799,0.028,-0.261,0.010,0.579,0.602,8.719,0.090,0.307,0.089,-14.764,2.545,-27.744,2.520
7,1-18-23 3:17 PM,ETH1,2.47,0.00,2.06,-2.62,0.00,-2.24,17.108,0.025,-0.606,0.008,0.202,0.198,24.149,0.089,0.743,0.087,-18.636,2.083,-46.755,2.025
7,1-18-23 6:41 PM,ETH2,-9.65,0.00,-10.12,-19.08,0.00,-18.75,-11.760,0.022,-0.618,0.006,0.211,0.208,-10.560,0.099,-0.429,0.098,-1.473,3.334,15.023,3.398
7,1-18-23 10:04 PM,ETH3,2.13,0.00,1.71,-2.24,0.00,-1.86,17.519,0.029,-0.253,0.009,0.581,0.605,25.119,0.074,0.941,0.073,-19.659,2.879,-48.135,2.798
7,1-19-23 1:29 AM,ETH4,-9.77,0.00,-10.23,-19.24,0.00,-18.91,-11.819,0.023,-0.405,0.008,0.440,0.454,-10.844,0.120,-0.392,0.120,-3.391,4.130,13.516,4.207
7,1-19-23 2:09 PM,ETH4,-9.78,0.00,-10.25,-19.29,0.00,-18.96,-11.896,0.029,-0.420,0.009,0.423,0.436,-10.947,0.092,-0.399,0.089,-2.850,3.217,14.180,3.278
7,1-19-23 5:34 PM,IAEA-603,2.93,0.00,2.52,-2.80,0.00,-2.42,17.476,0.028,-0.509,0.008,0.305,0.309,23.929,0.096,0.891,0.090,-22.760,2.866,-50.850,2.793
7,1-19-23 8:58 PM,IAEA-C2,-7.87,0.00,-8.33,-9.40,0.00,-9.04,0.329,0.017,-0.232,0.005,0.617,0.643,9.843,0.138,0.352,0.132,-11.714,4.107,-16.699,4.094
7,1-20-23 12:23 AM,CAR1,4.61,0.00,4.21,-5.25,0.00,-4.88,16.571,0.014,-0.515,0.004,0.299,0.303,18.720,0.101,0.690,0.098,-22.766,2.677,-47.778,2.612
7,1-20-23 3:48 AM,TRV1,1.48,0.00,1.06,-9.94,0.00,-9.58,8.871,0.026,-0.259,0.008,0.582,0.605,8.728,0.105,0.297,0.103,-11.523,3.874,-24.627,3.828
7,1-23-23 3:36 PM,IAEA-603,2.82,0.00,2.41,-2.82,0.01,-2.44,17.332,0.025,-0.519,0.007,0.295,0.298,23.757,0.124,0.767,0.115,-21.102,4.158,-49.095,4.049
7,1-24-23 5:16 AM,TRV1,1.49,0.00,1.07,-9.99,0.00,-9.64,8.816,0.020,-0.268,0.008,0.572,0.595,8.661,0.092,0.341,0.087,-14.284,3.596,-27.252,3.558
7,1-24-23 2:29 PM,ETH3,2.07,0.00,1.65,-2.13,0.00,-1.75,17.587,0.024,-0.248,0.008,0.587,0.611,25.328,0.123,0.918,0.116,-20.649,2.291,-49.259,2.230
7,1-25-23 4:10 AM,CAR1,4.58,0.00,4.18,-5.10,0.00,-4.73,16.673,0.020,-0.521,0.006,0.294,0.297,18.848,0.067,0.531,0.062,-16.203,3.825,-41.627,3.733
7,1-25-23 3:11 PM,ETH1,2.37,0.00,1.96,-2.58,0.00,-2.21,17.040,0.021,-0.615,0.007,0.191,0.187,24.291,0.130,0.815,0.125,-20.151,3.788,-48.198,3.686
7,1-26-23 4:47 AM,TRV1,1.41,0.00,1.00,-9.92,0.00,-9.56,8.817,0.020,-0.271,0.007,0.568,0.591,8.805,0.096,0.335,0.091,-15.286,3.676,-28.314,3.634
7,1-26-23 9:41 PM,ETH2,-9.63,0.00,-10.10,-18.82,0.01,-18.49,-11.466,0.024,-0.617,0.008,0.211,0.208,-10.031,0.070,-0.434,0.066,-1.186,3.131,14.744,3.193
7,1-27-23 4:28 AM,ETH4,-9.82,0.00,-10.28,-19.06,0.01,-18.73,-11.695,0.014,-0.412,0.005,0.432,0.445,-10.545,0.159,-0.453,0.153,-0.899,3.458,15.735,3.528
7,1-27-23 1:53 PM,ETH2,-9.75,0.00,-10.21,-18.98,0.00,-18.66,-11.749,0.032,-0.617,0.010,0.212,0.209,-10.442,0.048,-0.506,0.045,-1.221,2.737,15.174,2.786
7,1-28-23 3:32 AM,IAEA-C2,-7.84,0.00,-8.30,-9.23,0.01,-8.87,0.538,0.029,-0.226,0.009,0.624,0.650,10.203,0.134,0.359,0.124,-7.868,4.384,-13.245,4.371
7,1-31-23 2:47 PM,ETH1,2.38,0.00,1.97,-2.46,0.01,-2.09,17.166,0.018,-0.618,0.006,0.188,0.184,24.497,0.107,0.778,0.099,-18.225,3.080,-46.560,3.002
7,2-1-23 4:29 AM,CAR1,4.60,0.00,4.20,-5.03,0.00,-4.66,16.787,0.018,-0.507,0.006,0.308,0.313,19.080,0.073,0.608,0.066,-15.270,2.906,-40.884,2.836
7,2-2-23 3:10 PM,ETH3,2.10,0.00,1.69,-2.09,0.00,-1.71,17.651,0.024,-0.259,0.008,0.575,0.598,25.488,0.115,0.991,0.109,-19.458,2.676,-48.212,2.602
7,2-2-23 6:34 PM,IAEA-603,2.92,0.00,2.51,-2.64,0.00,-2.27,17.609,0.017,-0.521,0.005,0.293,0.296,24.188,0.092,0.832,0.085,-19.350,3.773,-47.824,3.670
7,2-3-23 4:49 AM,TRV1,1.40,0.00,0.98,-9.86,0.00,-9.50,8.870,0.031,-0.264,0.010,0.576,0.599,8.881,0.080,0.284,0.079,-11.138,3.149,-24.330,3.112
7,2-3-23 6:24 PM,ETH2,-9.72,0.00,-10.19,-19.05,0.00,-18.72,-11.779,0.028,-0.609,0.008,0.220,0.218,-10.530,0.099,-0.465,0.095,-4.543,2.786,11.903,2.838
7,2-6-23 5:45 PM,IAEA-C2,-7.75,0.00,-8.21,-9.38,0.00,-9.02,0.465,0.012,-0.234,0.005,0.615,0.641,10.003,0.103,0.471,0.096,-19.828,3.571,-24.924,3.559
7,2-7-23 4:25 PM,CAR1,4.69,0.00,4.29,-5.10,0.00,-4.73,16.787,0.024,-0.528,0.008,0.286,0.288,19.035,0.051,0.705,0.049,-22.971,1.719,-48.335,1.676
7,2-7-23 11:13 PM,ETH4,-9.73,0.00,-10.20,-19.12,0.01,-18.79,-11.648,0.013,-0.389,0.005,0.457,0.472,-10.617,0.151,-0.409,0.147,-4.521,3.929,12.086,4.005
7,2-8-23 2:02 PM,IAEA-603,2.86,0.00,2.45,-2.84,0.00,-2.46,17.353,0.009,-0.510,0.003,0.304,0.308,23.830,0.091,0.878,0.082,-21.769,2.930,-49.737,2.855
7,2-9-23 3:43 AM,TRV1,1.50,0.00,1.08,-9.92,0.01,-9.57,8.897,0.010,-0.266,0.004,0.574,0.597,8.768,0.163,0.306,0.150,-13.093,5.514,-26.224,5.457
7,2-10-23 1:52 PM,ETH1,2.51,0.00,2.10,-2.55,0.00,-2.17,17.232,0.020,-0.597,0.006,0.211,0.208,24.412,0.125,0.855,0.118,-21.071,3.100,-49.293,3.017
7,2-11-23 3:30 AM,IAEA-C2,-7.87,0.00,-8.32,-9.26,0.00,-8.90,0.485,0.033,-0.224,0.010,0.626,0.653,10.248,0.097,0.467,0.096,-11.006,2.388,-16.277,2.378
7,2-13-23 2:41 PM,ETH2,-9.66,0.00,-10.13,-18.97,0.00,-18.64,-11.651,0.024,-0.616,0.008,0.212,0.209,-10.354,0.138,-0.442,0.136,-3.002,3.501,13.252,3.564
7,2-14-23 4:22 AM,CAR1,4.64,0.00,4.23,-5.09,0.01,-4.72,16.739,0.024,-0.529,0.005,0.284,0.286,18.966,0.092,0.613,0.081,-17.026,4.446,-42.513,4.343
7,2-14-23 2:36 PM,ETH3,2.08,0.00,1.67,-2.26,0.00,-1.88,17.481,0.018,-0.240,0.005,0.595,0.619,25.137,0.099,0.985,0.096,-24.310,3.373,-52.586,3.282
7,2-15-23 4:17 AM,TRV1,1.40,0.00,0.98,-9.89,0.01,-9.53,8.836,0.015,-0.270,0.003,0.569,0.592,8.854,0.160,0.317,0.149,-13.186,5.470,-26.292,5.413
7,2-18-23 3:07 PM,IAEA-603,2.84,0.00,2.43,-2.77,0.00,-2.39,17.412,0.027,-0.514,0.008,0.300,0.304,23.877,0.120,0.775,0.113,-19.676,3.112,-47.833,3.031
7,2-19-23 4:50 AM,CAR1,4.60,0.00,4.20,-5.13,0.00,-4.76,16.680,0.033,-0.512,0.010,0.303,0.307,18.851,0.067,0.585,0.063,-16.626,3.346,-42.009,3.267
7,2-21-23 3:00 PM,ETH1,2.43,0.00,2.02,-2.55,0.00,-2.17,17.150,0.024,-0.603,0.007,0.205,0.201,24.394,0.087,0.838,0.081,-20.809,2.536,-48.964,2.471
7,2-22-23 4:46 AM,IAEA-C2,-7.92,0.00,-8.37,-9.33,0.00,-8.97,0.360,0.027,-0.230,0.008,0.619,0.645,10.006,0.134,0.363,0.129,-8.148,2.695,-13.252,2.690
7,2-22-23 2:17 PM,ETH1,2.39,0.00,1.98,-2.56,0.01,-2.18,17.098,0.018,-0.602,0.006,0.206,0.203,24.326,0.144,0.802,0.132,-18.411,3.495,-46.571,3.408
7,2-23-23 3:28 PM,IAEA-603,2.82,0.00,2.40,-2.73,0.00,-2.36,17.433,0.018,-0.503,0.006,0.312,0.317,24.086,0.083,0.914,0.082,-22.690,3.311,-50.796,3.222
7,2-23-23 6:53 PM,TRV1,1.40,0.00,0.98,-9.95,0.01,-9.60,8.777,0.019,-0.258,0.006,0.582,0.606,8.731,0.134,0.325,0.120,-12.919,4.619,-25.898,4.576
7,3-2-23 3:08 PM,ETH2,-9.79,0.00,-10.25,-19.04,0.01,-18.71,-11.834,0.021,-0.607,0.007,0.223,0.221,-10.543,0.108,-0.497,0.107,-1.578,2.885,14.966,2.940
7,3-3-23 4:48 AM,CAR1,4.63,0.00,4.23,-5.07,0.01,-4.70,16.747,0.027,-0.535,0.008,0.278,0.281,19.063,0.112,0.672,0.103,-19.643,4.567,-45.091,4.460
7,3-3-23 1:35 PM,ETH3,2.14,0.00,1.72,-2.12,0.00,-1.75,17.656,0.025,-0.253,0.008,0.581,0.605,25.404,0.103,0.982,0.097,-22.881,2.199,-51.502,2.142
7,3-4-23 6:38 AM,TRV1,1.50,0.00,1.08,-9.88,0.01,-9.53,8.929,0.019,-0.270,0.006,0.569,0.592,8.816,0.205,0.270,0.193,-11.474,5.242,-24.705,5.186
7,3-4-23 2:27 PM,ETH4,-9.78,0.00,-10.24,-19.18,0.00,-18.85,-11.767,0.022,-0.402,0.008,0.443,0.456,-10.754,0.094,-0.422,0.093,-2.583,2.806,14.227,2.859
7,3-5-23 7:33 AM,CAR1,4.62,0.00,4.22,-5.10,0.00,-4.73,16.728,0.022,-0.515,0.006,0.300,0.304,18.956,0.121,0.632,0.114,-18.233,3.566,-43.650,3.482
7,3-6-23 2:32 PM,IAEA-603,2.85,0.00,2.44,-2.78,0.01,-2.41,17.408,0.025,-0.509,0.008,0.305,0.309,23.887,0.199,0.820,0.186,-20.224,4.070,-48.341,3.968
